"","NIF","rendicionCuentasID","tipoYNombre","cumple2013","cumple2014","cumple2015"
"4697","P3713900C",5448,"Ayuntamiento Fuentes de Béjar","TRUE","TRUE","TRUE"
"4698","P3714000A",5449,"Ayuntamiento Fuentes de Oñoro","TRUE","TRUE","TRUE"
"4699","P3714100I",5450,"Ayuntamiento Gajates","TRUE","TRUE","TRUE"
"4700","P3714200G",5451,"Ayuntamiento Galindo y Perahuy","TRUE","TRUE","TRUE"
"4701","P3714300E",5452,"Ayuntamiento Galinduste","TRUE","TRUE","TRUE"
"4702","P3714400C",5453,"Ayuntamiento Galisancho","TRUE","TRUE","TRUE"
"4703","P3714500J",5454,"Ayuntamiento Gallegos de Argañan","TRUE","TRUE","TRUE"
"4704","P3714600H",5455,"Ayuntamiento Gallegos de Solmirón","TRUE","TRUE","TRUE"
"4705","P3714700F",5456,"Ayuntamiento Garcibuey","TRUE","TRUE",NA
"4706","P3714800D",5457,"Ayuntamiento Garcihernández","TRUE","TRUE","TRUE"
"4707","P3714900B",5458,"Ayuntamiento Garcirrey","TRUE","TRUE","TRUE"
"4708","P3715100H",5459,"Ayuntamiento Gejuelo del Barro","TRUE","TRUE",NA
"4709","P3715200F",5460,"Ayuntamiento Golpejas","TRUE","TRUE","TRUE"
"4710","P3715300D",5461,"Ayuntamiento Gomecello","TRUE",NA,NA
"4711","P3715500I",5462,"Ayuntamiento Guadramiro","TRUE","TRUE","TRUE"
"4712","P3715600G",5463,"Ayuntamiento Guijo de Ávila","TRUE","TRUE","TRUE"
"4713","P3715900A",5466,"Ayuntamiento Herguijuela de la Sierra","TRUE","TRUE","TRUE"
"4714","P3716000I",5467,"Ayuntamiento Herguijuela del Campo","TRUE","TRUE","TRUE"
"4715","P3716100G",5468,"Ayuntamiento Hinojosa de Duero","TRUE","TRUE","TRUE"
"4716","P3716200E",5469,"Ayuntamiento Horcajo de Montemayor","TRUE",NA,NA
"4717","P3716300C",5470,"Ayuntamiento Horcajo Medianero","TRUE","TRUE","TRUE"
"4718","P3716400A",5471,"Ayuntamiento La Hoya","TRUE","TRUE","TRUE"
"4719","P3716500H",5472,"Ayuntamiento Huerta","TRUE","TRUE","TRUE"
"4720","P3716600F",5473,"Ayuntamiento Iruelos","TRUE","TRUE","TRUE"
"4721","P3716700D",5474,"Ayuntamiento Ituero de Azaba","TRUE","TRUE","TRUE"
"4722","P3716800B",5475,"Ayuntamiento Juzbado","TRUE","TRUE","TRUE"
"4723","P3716900J",5476,"Ayuntamiento Lagunilla","TRUE","TRUE","TRUE"
"4724","P3717000H",5477,"Ayuntamiento Larrodrigo","TRUE","TRUE","TRUE"
"4725","P3717200D",5479,"Ayuntamiento Ledrada","TRUE","TRUE","TRUE"
"4726","P3717300B",5480,"Ayuntamiento Linares de Riofrío","TRUE","TRUE","TRUE"
"4727","P3717400J",5481,"Ayuntamiento Lumbrales","TRUE","TRUE","TRUE"
"4728","P3717500G",5483,"Ayuntamiento Macotera","TRUE","TRUE","TRUE"
"4729","P3717600E",5482,"Ayuntamiento Machacón","TRUE","TRUE","TRUE"
"4730","P3717700C",5484,"Ayuntamiento Madroñal","TRUE","TRUE","TRUE"
"4731","P3717800A",5485,"Ayuntamiento El Maíllo","TRUE","TRUE","TRUE"
"4732","P3717900I",5486,"Ayuntamiento Malpartida","TRUE","TRUE","TRUE"
"4733","P3718000G",5487,"Ayuntamiento Mancera de Abajo","TRUE","TRUE","TRUE"
"4734","P3718100E",5488,"Ayuntamiento El Manzano","TRUE","TRUE","TRUE"
"4735","P3718200C",5489,"Ayuntamiento Martiago","TRUE","TRUE",NA
"4736","P3718300A",5491,"Ayuntamiento Martinamor","TRUE","TRUE","TRUE"
"4737","P3718400I",5490,"Ayuntamiento Martín de Yeltes","TRUE","TRUE","TRUE"
"4738","P3718700B",5493,"Ayuntamiento La Mata de Ledesma","TRUE","TRUE","TRUE"
"4739","P3718800J",5494,"Ayuntamiento Matilla de los Caños del Río","TRUE","TRUE","TRUE"
"4740","P3718900H",5495,"Ayuntamiento La Maya","TRUE","TRUE","TRUE"
"4741","P3719000F",5496,"Ayuntamiento Membribe de la Sierra","TRUE","TRUE","TRUE"
"4742","P3719100D",5497,"Ayuntamiento Mieza","TRUE","TRUE","TRUE"
"4743","P3719300J",5499,"Ayuntamiento Miranda de Azán","TRUE","TRUE","TRUE"
"4744","P3719400H",5500,"Ayuntamiento Miranda del Castañar","TRUE","TRUE",NA
"4745","P3719500E",5501,"Ayuntamiento Mogarraz","TRUE","TRUE","TRUE"
"4746","P3719600C",5502,"Ayuntamiento Molinillo","TRUE","TRUE","TRUE"
"4747","P3719700A",5503,"Ayuntamiento Monforte de la Sierra","TRUE","TRUE","TRUE"
"4748","P3719800I",5504,"Ayuntamiento Monleón","TRUE","TRUE","TRUE"
"4749","P3719900G",5505,"Ayuntamiento Monleras","TRUE","TRUE","TRUE"
"4750","P3720000C",5506,"Ayuntamiento Monsagro","TRUE","TRUE","TRUE"
"4751","P3720100A",5507,"Ayuntamiento Montejo","TRUE","TRUE","TRUE"
"4752","P3720200I",5508,"Ayuntamiento Montemayor del Río","TRUE","TRUE","TRUE"
"4753","P3720300G",5509,"Ayuntamiento Monterrubio de Armuña","TRUE","TRUE","TRUE"
"4754","P3720400E",5510,"Ayuntamiento Monterrubio de la Sierra","TRUE","TRUE","TRUE"
"4755","P3720500B",5511,"Ayuntamiento Morasverdes","TRUE","TRUE","TRUE"
"4756","P3720600J",5512,"Ayuntamiento Morille","TRUE","TRUE",NA
"4757","P3720700H",5513,"Ayuntamiento Moríñigo","TRUE","TRUE","TRUE"
"4758","P3720800F",5514,"Ayuntamiento Moriscos","TRUE","TRUE","TRUE"
"4759","P3720900D",5515,"Ayuntamiento Moronta","TRUE","TRUE","TRUE"
"4760","P3721000B",5516,"Ayuntamiento Mozárbez","TRUE","TRUE","TRUE"
"4761","P3721200H",5517,"Ayuntamiento Narros de Matalayegua","TRUE","TRUE","TRUE"
"4762","P3721300F",5521,"Ayuntamiento Navacarros","TRUE","TRUE","TRUE"
"4763","P3721400D",5518,"Ayuntamiento Nava de Béjar","TRUE","TRUE","TRUE"
"4764","P3721500A",5519,"Ayuntamiento Nava de Francia","TRUE","TRUE","TRUE"
"4765","P3721600I",5520,"Ayuntamiento Nava de Sotrobal","TRUE","TRUE","TRUE"
"4766","P3721700G",5522,"Ayuntamiento Navales","TRUE","TRUE","TRUE"
"4767","P3721800E",5523,"Ayuntamiento Navalmoral de Béjar","TRUE","TRUE","TRUE"
"4768","P3721900C",5524,"Ayuntamiento Navamorales","TRUE","TRUE","TRUE"
"4769","P3722000A",5525,"Ayuntamiento Navarredonda de la Rinconada","TRUE","TRUE","TRUE"
"4770","P3722200G",5526,"Ayuntamiento Navasfrías","TRUE","TRUE","TRUE"
"4771","P3722400C",5528,"Ayuntamiento Olmedo de Camaces","TRUE","TRUE","TRUE"
"4772","P3722500J",5529,"Ayuntamiento La Orbada","TRUE","TRUE","TRUE"
"4773","P3722600H",5530,"Ayuntamiento Pajares de la Laguna","TRUE","TRUE","TRUE"
"4774","P3722700F",5531,"Ayuntamiento Palacios del Arzobispo","TRUE","TRUE","TRUE"
"4775","P3722900B",5532,"Ayuntamiento Palaciosrubios","TRUE","TRUE","TRUE"
"4776","P3723200F",5534,"Ayuntamiento Parada de Arriba","TRUE","TRUE","TRUE"
"4777","P3723300D",5535,"Ayuntamiento Parada de Rubiales","TRUE","TRUE","TRUE"
"4778","P3723400B",5536,"Ayuntamiento Paradinas de San Juan","TRUE","TRUE","TRUE"
"4779","P3723500I",5537,"Ayuntamiento Pastores","TRUE","TRUE","TRUE"
"4780","P3723600G",5538,"Ayuntamiento El Payo","TRUE","TRUE","TRUE"
"4781","P3723700E",5539,"Ayuntamiento Pedraza de Alba","TRUE","TRUE","TRUE"
"4782","P3723800C",5540,"Ayuntamiento Pedrosillo de Alba","TRUE","TRUE","TRUE"
"4783","P3723900A",5541,"Ayuntamiento Pedrosillo de los Aires","TRUE","TRUE",NA
"4784","P3724000I",5542,"Ayuntamiento Pedrosillo el Ralo","TRUE","TRUE","TRUE"
"4785","P3724100G",5543,"Ayuntamiento El Pedroso de la Armuña","TRUE","TRUE","TRUE"
"4786","P3724200E",5544,"Ayuntamiento Pelabravo","TRUE","TRUE","TRUE"
"4787","P3724300C",5545,"Ayuntamiento Pelarrodríguez","TRUE","TRUE","TRUE"
"4788","P3724500H",5547,"Ayuntamiento La Peña","TRUE","TRUE","TRUE"
"4789","P3724600F",5548,"Ayuntamiento Peñacaballera","TRUE","TRUE","TRUE"
"4790","P3724700D",5549,"Ayuntamiento Peñaparda","TRUE","TRUE","TRUE"
"4791","P3724800B",5550,"Ayuntamiento Peñaranda de Bracamonte","TRUE","TRUE","TRUE"
"4792","P3724900J",5551,"Ayuntamiento Peñarandilla","TRUE","TRUE","TRUE"
"4793","P3725000H",5552,"Ayuntamiento Peralejos de Abajo","TRUE","TRUE","TRUE"
"4794","P3725100F",5553,"Ayuntamiento Peralejos de Arriba","TRUE","TRUE","TRUE"
"4795","P3725200D",5554,"Ayuntamiento Pereña de la Ribera","TRUE","TRUE","TRUE"
"4796","P3725300B",5555,"Ayuntamiento Peromingo","TRUE","TRUE","TRUE"
"4797","P3725400J",5556,"Ayuntamiento Pinedas","TRUE","TRUE","TRUE"
"4798","P3725500G",5557,"Ayuntamiento El Pino de Tormes","TRUE","TRUE","TRUE"
"4799","P3725600E",5558,"Ayuntamiento Pitiegua","TRUE","TRUE","TRUE"
"4800","P3725700C",5559,"Ayuntamiento Pizarral","TRUE","TRUE","TRUE"
"4801","P3725800A",5560,"Ayuntamiento Poveda de las Cintas","TRUE","TRUE","TRUE"
"4802","P3725900I",5561,"Ayuntamiento Pozos de Hinojo","TRUE","TRUE","TRUE"
"4803","P3726000G",5562,"Ayuntamiento Puebla de Azaba","TRUE","TRUE","TRUE"
"4804","P3726100E",5563,"Ayuntamiento Puebla de San Medel","TRUE","TRUE","TRUE"
"4805","P3726200C",5564,"Ayuntamiento Puebla de Yeltes","TRUE","TRUE","TRUE"
"4806","P3726300A",5565,"Ayuntamiento Puente del Congosto","TRUE","TRUE","TRUE"
"4807","P3726400I",5566,"Ayuntamiento Puertas","TRUE","TRUE","TRUE"
"4808","P3726500F",5567,"Ayuntamiento Puerto de Béjar","TRUE","TRUE",NA
"4809","P3726600D",5568,"Ayuntamiento Puerto Seguro","TRUE","TRUE","TRUE"
"4810","P3726700B",5569,"Ayuntamiento Rágama","TRUE","TRUE","TRUE"
"4811","P3726800J",5570,"Ayuntamiento La Redonda","TRUE","TRUE","TRUE"
"4812","P3726900H",5571,"Ayuntamiento Retortillo","TRUE","TRUE","TRUE"
"4813","P3727000F",5572,"Ayuntamiento La Rinconada de la Sierra","TRUE","TRUE","TRUE"
"4814","P3727100D",5573,"Ayuntamiento Robleda","TRUE","TRUE","TRUE"
"4815","P3727200B",5574,"Ayuntamiento Robliza de Cojos","TRUE","TRUE","TRUE"
"4816","P3727300J",5575,"Ayuntamiento Rollán","TRUE","TRUE","TRUE"
"4817","P3727400H",5576,"Ayuntamiento Saelices el Chico","TRUE","TRUE","TRUE"
"4818","P3727500E",5577,"Ayuntamiento La Sagrada","TRUE","TRUE","TRUE"
"4819","P3727700A",5580,"Ayuntamiento Saldeana","TRUE","TRUE",NA
"4820","P3727800I",5581,"Ayuntamiento Salmoral","TRUE","TRUE","TRUE"
"4821","P3727900G",5582,"Ayuntamiento Salvatierra de Tormes","TRUE","TRUE","TRUE"
"4822","P3728000E",5583,"Ayuntamiento San Cristóbal de la Cuesta","TRUE","TRUE","TRUE"
"4823","P3728100C",5597,"Ayuntamiento Sancti-Spíritus","TRUE","TRUE","TRUE"
"4824","P3728200A",5594,"Ayuntamiento Sanchón de la Ribera","TRUE","TRUE","TRUE"
"4825","P3728300I",5595,"Ayuntamiento Sanchón de la Sagrada","TRUE","TRUE","TRUE"
"4826","P3728400G",5596,"Ayuntamiento Sanchotello","TRUE","TRUE","TRUE"
"4827","P3728500D",5599,"Ayuntamiento Sando","TRUE","TRUE","TRUE"
"4828","P3728600B",5584,"Ayuntamiento San Esteban de la Sierra","TRUE","TRUE","TRUE"
"4829","P3728700J",5585,"Ayuntamiento San Felices de los Gallegos","TRUE","TRUE","TRUE"
"4830","P3728800H",5586,"Ayuntamiento San Martín del Castañar","TRUE","TRUE","TRUE"
"4831","P3728900F",5587,"Ayuntamiento San Miguel de Valero","TRUE","TRUE","TRUE"
"4832","P3729000D",5589,"Ayuntamiento San Morales","TRUE","TRUE","TRUE"
"4833","P3729100B",5590,"Ayuntamiento San Muñoz","TRUE","TRUE","TRUE"
"4834","P3729200J",5592,"Ayuntamiento San Pedro del Valle","TRUE","TRUE","TRUE"
"4835","P3729300H",5591,"Ayuntamiento San Pedro de Rozados","TRUE","TRUE","TRUE"
"4836","P3729400F",5593,"Ayuntamiento San Pelayo de Guareña","TRUE","TRUE","TRUE"
"4837","P3729500C",5600,"Ayuntamiento Santa María de Sando","TRUE","TRUE",NA
"4838","P3729600A",5601,"Ayuntamiento Santa Marta de Tormes","TRUE","TRUE","TRUE"
"4839","P3729800G",5602,"Ayuntamiento Santiago de la Puebla","TRUE","TRUE","TRUE"
"4840","P3729900E",5603,"Ayuntamiento Santibáñez de Béjar","TRUE","TRUE","TRUE"
"4841","P3730000A",5604,"Ayuntamiento Santibáñez de la Sierra","TRUE","TRUE","TRUE"
"4842","P3730100I",5605,"Ayuntamiento Santiz","TRUE","TRUE","TRUE"
"4843","P3730200G",5606,"Ayuntamiento Los Santos","TRUE","TRUE",NA
"4844","P3730300E",5607,"Ayuntamiento Sardón de los Frailes","TRUE","TRUE","TRUE"
"4845","P3730400C",5608,"Ayuntamiento Saucelle","TRUE","TRUE","TRUE"
"4846","P3730500J",5578,"Ayuntamiento El Sahugo","TRUE","TRUE",NA
"4847","P3730600H",5609,"Ayuntamiento Sepulcro-Hilario","TRUE","TRUE","TRUE"
"4848","P3730700F",5610,"Ayuntamiento Sequeros","TRUE","TRUE","TRUE"
"4849","P3730800D",5611,"Ayuntamiento Serradilla del Arroyo","TRUE","TRUE","TRUE"
"4850","P3730900B",5612,"Ayuntamiento Serradilla del Llano","TRUE","TRUE","TRUE"
"4851","P3731100H",5613,"Ayuntamiento La Sierpe","TRUE","TRUE","TRUE"
"4852","P3731200F",5614,"Ayuntamiento Sieteiglesias de Tormes","TRUE","TRUE","TRUE"
"4853","P3731300D",5615,"Ayuntamiento Sobradillo","TRUE","TRUE","TRUE"
"4854","P3731400B",5616,"Ayuntamiento Sorihuela","TRUE","TRUE","TRUE"
"4855","P3731500I",5617,"Ayuntamiento Sotoserrano","TRUE","TRUE","TRUE"
"4856","P3731600G",5618,"Ayuntamiento Tabera de Abajo","TRUE","TRUE","TRUE"
"4857","P3731700E",5619,"Ayuntamiento La Tala","TRUE","TRUE","TRUE"
"4858","P3731800C",5620,"Ayuntamiento Tamames","TRUE","TRUE","TRUE"
"4859","P3731900A",5621,"Ayuntamiento Tarazona de Guareña","TRUE","TRUE","TRUE"
"4860","P3732000I",5622,"Ayuntamiento Tardáguila","TRUE","TRUE","TRUE"
"4861","P3732100G",5623,"Ayuntamiento El Tejado","TRUE","TRUE","TRUE"
"4862","P3732300C",5624,"Ayuntamiento Tejeda y Segoyuela","TRUE","TRUE","TRUE"
"4863","P3732400A",5625,"Ayuntamiento Tenebrón","TRUE","TRUE","TRUE"
"4864","P3732500H",5626,"Ayuntamiento Terradillos","TRUE","TRUE","TRUE"
"4865","P3732600F",5627,"Ayuntamiento Topas","TRUE","TRUE","TRUE"
"4866","P3732700D",5628,"Ayuntamiento Tordillos","TRUE","TRUE","TRUE"
"4867","P3732800B",5629,"Ayuntamiento El Tornadizo","TRUE","TRUE","TRUE"
"4868","P3733000H",5630,"Ayuntamiento Torresmenudas","TRUE","TRUE",NA
"4869","P3733200D",5632,"Ayuntamiento Tremedal de Tormes","TRUE","TRUE","TRUE"
"4870","P3733300B",5633,"Ayuntamiento Valdecarros","TRUE","TRUE","TRUE"
"4871","P3733400J",5634,"Ayuntamiento Valdefuentes de Sangusí­n","TRUE","TRUE","TRUE"
"4872","P3733500G",5635,"Ayuntamiento Valdehijaderos","TRUE",NA,NA
"4873","P3733600E",5636,"Ayuntamiento Valdelacasa","TRUE","TRUE","TRUE"
"4874","P3733700C",5637,"Ayuntamiento Valdelageve","TRUE","TRUE","TRUE"
"4875","P3733800A",5638,"Ayuntamiento Valdelosa","TRUE","TRUE","TRUE"
"4876","P3733900I",5639,"Ayuntamiento Valdemierque","TRUE","TRUE","TRUE"
"4877","P3734000G",5640,"Ayuntamiento Valderrodrigo","TRUE","TRUE","TRUE"
"4878","P3734100E",5641,"Ayuntamiento Valdunciel","TRUE","TRUE","TRUE"
"4879","P3734200C",5642,"Ayuntamiento Valero","TRUE","TRUE","TRUE"
"4880","P3734300A",5644,"Ayuntamiento Valsalabroso","TRUE","TRUE","TRUE"
"4881","P3734400I",5645,"Ayuntamiento Valverde de Valdelacasa","TRUE","TRUE","TRUE"
"4882","P3734500F",5646,"Ayuntamiento Valverdón","TRUE","TRUE","TRUE"
"4883","P3734600D",5643,"Ayuntamiento Vallejera de Riofrío","TRUE","TRUE","TRUE"
"4884","P3734700B",5647,"Ayuntamiento Vecinos","TRUE","TRUE","TRUE"
"4885","P3734800J",5648,"Ayuntamiento Vega de Tirados","TRUE","TRUE","TRUE"
"4886","P3734900H",5649,"Ayuntamiento Las Veguillas","TRUE","TRUE","TRUE"
"4887","P3735100D",5651,"Ayuntamiento Ventosa del Río Almar","TRUE","TRUE","TRUE"
"4888","P3735200B",5652,"Ayuntamiento La Vídola","TRUE","TRUE","TRUE"
"4889","P3735300J",5678,"Ayuntamiento Vilvestre","TRUE","TRUE","TRUE"
"4890","P3735400H",5653,"Ayuntamiento Villaflores","TRUE","TRUE","TRUE"
"4891","P3735500E",5654,"Ayuntamiento Villagonzalo de Tormes","TRUE","TRUE",NA
"4892","P3735600C",5655,"Ayuntamiento Villalba de los Llanos","TRUE","TRUE","TRUE"
"4893","P3735700A",5656,"Ayuntamiento Villamayor","TRUE","TRUE","TRUE"
"4894","P3735800I",5657,"Ayuntamiento Villanueva del Conde","TRUE","TRUE","TRUE"
"4895","P3735900G",5658,"Ayuntamiento Villar de Argañán","TRUE","TRUE","TRUE"
"4896","P3736000E",5659,"Ayuntamiento Villar de Ciervo","TRUE","TRUE","TRUE"
"4897","P3736100C",5660,"Ayuntamiento Villar de Gallimazo","TRUE","TRUE","TRUE"
"4898","P3736200A",5661,"Ayuntamiento Villar de la Yegua","TRUE","TRUE","TRUE"
"4899","P3736300I",5662,"Ayuntamiento Villar de Peralonso","TRUE","TRUE","TRUE"
"4900","P3736400G",5663,"Ayuntamiento Villar de Samaniego","TRUE","TRUE","TRUE"
"4901","P3736500D",5664,"Ayuntamiento Villares de la Reina","TRUE","TRUE","TRUE"
"4902","P3736600B",5665,"Ayuntamiento Villares de Yeltes","TRUE","TRUE","TRUE"
"4903","P3736800H",5667,"Ayuntamiento Villarmayor","TRUE","TRUE","TRUE"
"4904","P3736900F",5668,"Ayuntamiento Villarmuerto","TRUE","TRUE","TRUE"
"4905","P3737000D",5669,"Ayuntamiento Villasbuenas","TRUE","TRUE","TRUE"
"4906","P3737100B",5670,"Ayuntamiento Villasdardo","TRUE","TRUE",NA
"4907","P3737200J",5671,"Ayuntamiento Villaseco de los Gamitos","TRUE","TRUE",NA
"4908","P3737300H",5672,"Ayuntamiento Villaseco de los Reyes","TRUE","TRUE","TRUE"
"4909","P3737400F",5673,"Ayuntamiento Villasrubias","TRUE","TRUE","TRUE"
"4910","P3737500C",5674,"Ayuntamiento Villaverde de Guareña","TRUE",NA,NA
"4911","P3737600A",5675,"Ayuntamiento Villavieja de Yeltes","TRUE","TRUE","TRUE"
"4912","P3737700I",5676,"Ayuntamiento Villoria","TRUE","TRUE","TRUE"
"4913","P3737800G",5677,"Ayuntamiento Villoruela","TRUE","TRUE",NA
"4914","P3738000C",5680,"Ayuntamiento Yecla de Yeltes","TRUE","TRUE","TRUE"
"4915","P3738100A",5681,"Ayuntamiento Zamarra","TRUE","TRUE","TRUE"
"4916","P3738200I",5682,"Ayuntamiento Zamayón","TRUE","TRUE","TRUE"
"4917","P3738300G",5683,"Ayuntamiento Zarapicos","TRUE","TRUE","TRUE"
"4918","P3738500B",5685,"Ayuntamiento Zorita de la Frontera","TRUE","TRUE","TRUE"
"4919","P3800020D",5727,"Ayuntamiento Los Silos","TRUE","TRUE",NA
"4920","P3800200B",5687,"Ayuntamiento Agulo","TRUE","TRUE","TRUE"
"4921","P3800300J",5688,"Ayuntamiento Alajeró","TRUE","TRUE","TRUE"
"4922","P3800400H",5689,"Ayuntamiento Arafo","TRUE","TRUE","TRUE"
"4923","P3800700A",5692,"Ayuntamiento Barlovento","TRUE","TRUE","TRUE"
"4924","P3800900G",5694,"Ayuntamiento Breña Baja","TRUE","TRUE","TRUE"
"4925","P3801000E",5695,"Ayuntamiento Buenavista del Norte","TRUE","TRUE","TRUE"
"4926","P3801200A",5697,"Ayuntamiento Fasnia","TRUE","TRUE","TRUE"
"4927","P3801300I",5698,"Ayuntamiento Frontera","TRUE","TRUE","TRUE"
"4928","P3801400G",5699,"Ayuntamiento Fuencaliente de la Palma","TRUE","TRUE","TRUE"
"4929","P3801600B",5701,"Ayuntamiento La Villa de Garafía","TRUE","TRUE","TRUE"
"4930","P3802100B",5706,"Ayuntamiento Hermigua","TRUE","TRUE","TRUE"
"4931","P3802400F",5708,"Ayuntamiento Los Llanos de Aridane","TRUE","TRUE","TRUE"
"4932","P3802600A",5710,"Ayuntamiento La Orotava","TRUE","TRUE","TRUE"
"4933","P3802700I",5711,"Ayuntamiento El Paso","TRUE","TRUE","TRUE"
"4934","P3802900E",5713,"Ayuntamiento Puntagorda","TRUE","TRUE","TRUE"
"4935","P3803000C",5714,"Ayuntamiento Puntallana","TRUE","TRUE",NA
"4936","P3803200I",5716,"Ayuntamiento El Rosario","TRUE","TRUE","TRUE"
"4937","P3803300G",5717,"Ayuntamiento San Andrés y Sauces","TRUE","TRUE","TRUE"
"4938","P3803400E",5719,"Ayuntamiento San Juan de la Rambla","TRUE","TRUE","TRUE"
"4939","P3803600J",5721,"Ayuntamiento San Sebastián de la Gomera","TRUE","TRUE",NA
"4940","P3803900D",5724,"Ayuntamiento Santa Úrsula","TRUE","TRUE","TRUE"
"4941","P3804300F",5728,"Ayuntamiento Tacoronte","TRUE","TRUE","TRUE"
"4942","P3804400D",5729,"Ayuntamiento El Tanque","TRUE","TRUE","TRUE"
"4943","P3804500A",5730,"Ayuntamiento Tazacorte","TRUE","TRUE","TRUE"
"4944","P3804600I",5731,"Ayuntamiento Tegueste","TRUE","TRUE","TRUE"
"4945","P3804700G",5732,"Ayuntamiento Tijarafe","TRUE","TRUE","TRUE"
"4946","P3804800E",5735,"Ayuntamiento Valverde","TRUE","TRUE","TRUE"
"4947","P3804900C",5733,"Ayuntamiento Valle Gran Rey","TRUE","TRUE",NA
"4948","P3805000A",5734,"Ayuntamiento Vallehermoso","TRUE","TRUE","TRUE"
"4949","P3805100I",5736,"Ayuntamiento La Victoria de Acentejo","TRUE","TRUE","TRUE"
"4950","P3805200G",5737,"Ayuntamiento Vilaflor de Chasna","TRUE","TRUE","TRUE"
"4951","P3805300E",5738,"Ayuntamiento Villa de Mazo","TRUE","TRUE","TRUE"
"4952","P3900100C",5739,"Ayuntamiento Alfoz de Lloredo","TRUE","TRUE",NA
"4953","P3900200A",5740,"Ayuntamiento Ampuero","TRUE","TRUE","TRUE"
"4954","P3900300I",5741,"Ayuntamiento Anievas","TRUE","TRUE","TRUE"
"4955","P3900400G",5742,"Ayuntamiento Arenas de Iguña","TRUE","TRUE","TRUE"
"4956","P3900544B",5754,"Ayuntamiento Camargo","TRUE",NA,NA
"4957","P3900600B",5744,"Ayuntamiento Arnuero","TRUE",NA,NA
"4958","P3900700J",5745,"Ayuntamiento Arredondo","TRUE","TRUE",NA
"4959","P3900800H",5746,"Ayuntamiento El Astillero","TRUE","TRUE","TRUE"
"4960","P3900900F",5747,"Ayuntamiento Bárcena de Cicero","TRUE","TRUE","TRUE"
"4961","P3901000D",5748,"Ayuntamiento Bárcena de Pie de Concha","TRUE","TRUE","TRUE"
"4962","P3901100B",5749,"Ayuntamiento Bareyo","TRUE","TRUE","TRUE"
"4963","P3901200J",5750,"Ayuntamiento Cabezón de la Sal","TRUE","TRUE",NA
"4964","P3901300H",5751,"Ayuntamiento Cabezón de Liébana","TRUE","TRUE","TRUE"
"4965","P3901400F",5752,"Ayuntamiento Cabuérniga","TRUE","TRUE","TRUE"
"4966","P3901500C",5753,"Ayuntamiento Camaleño","TRUE","TRUE","TRUE"
"4967","P3901700I",5756,"Ayuntamiento Campoo de Yuso","TRUE","TRUE","TRUE"
"4968","P3901800G",5757,"Ayuntamiento Cartes","TRUE","TRUE",NA
"4969","P3901900E",5758,"Ayuntamiento Castañeda","TRUE","TRUE","TRUE"
"4970","P3902100A",5760,"Ayuntamiento Cieza","TRUE",NA,NA
"4971","P3902200I",5761,"Ayuntamiento Cillorigo de Liébana","TRUE","TRUE","TRUE"
"4972","P3902300G",5762,"Ayuntamiento Colindres","TRUE","TRUE",NA
"4973","P3902400E",5763,"Ayuntamiento Comillas","TRUE","TRUE","TRUE"
"4974","P3902500B",5764,"Ayuntamiento Los Corrales de Buelna","TRUE","TRUE","TRUE"
"4975","P3902600J",5765,"Ayuntamiento Corvera de Toranzo","TRUE","TRUE",NA
"4976","P3902700H",5755,"Ayuntamiento Campoo de Enmedio","TRUE","TRUE","TRUE"
"4977","P3902800F",5766,"Ayuntamiento Entrambasaguas","TRUE","TRUE","TRUE"
"4978","P3902900D",5767,"Ayuntamiento Escalante","TRUE","TRUE",NA
"4979","P3903000B",5768,"Ayuntamiento Guriezo","TRUE","TRUE","TRUE"
"4980","P3903100J",5769,"Ayuntamiento Hazas de Cesto","TRUE","TRUE",NA
"4981","P3903200H",5770,"Ayuntamiento Hermandad de Campoo de Suso","TRUE","TRUE","TRUE"
"4982","P3903300F",5771,"Ayuntamiento Herrerías","TRUE","TRUE","TRUE"
"4983","P3903400D",5772,"Ayuntamiento Lamasón","TRUE","TRUE","TRUE"
"4984","P3903500A",5773,"Ayuntamiento Laredo","TRUE","TRUE","TRUE"
"4985","P3903600I",5774,"Ayuntamiento Liendo","TRUE","TRUE","TRUE"
"4986","P3903700G",5775,"Ayuntamiento Liérganes","TRUE","TRUE","TRUE"
"4987","P3903800E",5776,"Ayuntamiento Limpias","TRUE","TRUE",NA
"4988","P3903900C",5777,"Ayuntamiento Luena","TRUE","TRUE","TRUE"
"4989","P3904000A",5778,"Ayuntamiento Marina de Cudeyo","TRUE","TRUE","TRUE"
"4990","P3904100I",5779,"Ayuntamiento Mazcuerras","TRUE","TRUE","TRUE"
"4991","P3904200G",5780,"Ayuntamiento Medio Cudeyo","TRUE","TRUE","TRUE"
"4992","P3904300E",5781,"Ayuntamiento Meruelo","TRUE","TRUE","TRUE"
"4993","P3904400C",5782,"Ayuntamiento Miengo","TRUE","TRUE","TRUE"
"4994","P3904500J",5783,"Ayuntamiento Miera","TRUE","TRUE","TRUE"
"4995","P3904600H",5784,"Ayuntamiento Molledo","TRUE","TRUE","TRUE"
"4996","P3904800D",5786,"Ayuntamiento Penagos","TRUE","TRUE","TRUE"
"4997","P3904900B",5787,"Ayuntamiento Peñarrubia","TRUE","TRUE","TRUE"
"4998","P3905000J",5788,"Ayuntamiento Pesaguero","TRUE","TRUE","TRUE"
"4999","P3905100H",5789,"Ayuntamiento Pesquera","TRUE","TRUE","TRUE"
